"listing_value","tweets_Name","tweets_Date","tweets_Text","tweets_Retweets","tweets_Likes","tweets_Replies","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Jan 24, 2011","airport attack that killed 31, Russian state TV reports. http://on.cnn.com/f3zHcL","246","3","","","","","1"
"","CNN Breaking News","Jan 24, 2011","airport was terrorist attack, Russian authorities say. http://on.cnn.com/f3zHcL","393","22","","","","","1"
"","CNN Breaking News","Jan 24, 2011","airport blast, Russian state TV reports. http://on.cnn.com/f3zHcL","340","7","","","","","1"
"","CNN Breaking News","Jan 24, 2011","Two police officers have died after St. Petersburg, Florida, shooting, police say. http://on.cnn.com/gvOWxZ","128","6","","","","","1"
"","CNN Breaking News","Jan 24, 2011","airport attack that killed 31, Russian state TV reports. http://on.cnn.com/f3zHcL","246","3","","","","","1"
"","CNN Breaking News","Jan 24, 2011","airport was terrorist attack, Russian authorities say. http://on.cnn.com/f3zHcL","393","22","","","","","1"
"","CNN Breaking News","Jan 24, 2011","airport blast, Russian state TV reports. http://on.cnn.com/f3zHcL","340","7","","","","","1"
"","CNN Breaking News","Jan 24, 2011","airport kills at least two, injures 20. http://on.cnn.com/f3zHcL","139","8","","","","","1"
"","CNN Breaking News","Jan 24, 2011","Blast rocks Domodedovo Airport in Moscow, Russia. http://on.cnn.com/f3zHcL","132","10","","","","","1"
"","CNN Breaking News","Jan 24, 2011","Three law enforcement officers reported shot in St. Petersburg, Florida. http://www.cnn.com/","76","9","","","","","1"
"","CNN Breaking News","Jan 24, 2011","now more than 800. http://on.cnn.com/fQZtjy","183","9","","","","","1"
"","CNN Breaking News","Jan 24, 2011","has died at the age of 96 http://on.cnn.com/ewOG0F","961","32","","","","","1"
"","CNN Breaking News","Jan 24, 2011","Pittsburgh Steelers beat New York Jets 24-19, capturing AFC Championship, securing a place in Super Bowl http://on.cnn.com/efr6hq","251","22","","","","","1"
"","CNN Breaking News","Jan 24, 2011","Police: At least 4 people shot outside Walmart in Washington state http://on.cnn.com/dQrn63","194","16","","","","","1"
"","CNN Breaking News","Jan 24, 2011",", Michigan, police precinct. Suspect killed, police say. http://on.cnn.com/iiPYmS","181","14","","","","","1"
"","CNN Breaking News","Jan 23, 2011","21-14 in NFC championship game; heading to Super Bowl http://on.cnn.com/efr6hq","281","26","","","","","1"
"","CNN Breaking News","Jan 23, 2011",", Michigan, police precinct. Suspect killed, police say. http://on.cnn.com/iiPYmS","147","15","","","","","1"
"","CNN Breaking News","Jan 23, 2011","Woman suspected in 1987 kidnapping of infant turns herself in to police in Connecticut, source tells CNN. http://on.cnn.com/gcnfiE","172","23","","","","","1"
"","CNN Breaking News","Jan 23, 2011","Israeli commission: Deadly raid on aid flotilla in May ""regrettable"" but legal. http://on.cnn.com/eXIqU4","48","9","","","","","1"
"","CNN Breaking News","Jan 23, 2011","Woman suspected in 1987 baby snatching seen at Connecticut pawnshop, police say. http://on.cnn.com/gcnfiE","83","10","","","","","1"
"","CNN Breaking News","Jan 23, 2011","says http://on.cnn.com/fN6kSk","159","35","","","","","1"
"","CNN Breaking News","Jan 23, 2011","Documentary stirs Dutch to examine how they treat mentally ill http://on.cnn.com/ery1ch","75","41","","","","","1"
"","CNN Breaking News","Jan 23, 2011","address, Obama says http://on.cnn.com/fK8fNw","124","15","","","","","1"
"","CNN Breaking News","Jan 22, 2011","European Union's top diplomat 'disappointed' in nuclear talks with Iran. http://on.cnn.com/hLecmq","44","4","","","","","1"
"","CNN Breaking News","Jan 22, 2011","Documents show ""unjustified homicide"" of detainees at U.S.-run prisons, ACLU says. http://on.cnn.com/e2ro6Y","63","20","","","","","1"
"","CNN Breaking News","Jan 22, 2011","tells ""Countdown"" viewers that tonight is his last show http://on.cnn.com/fumAoa","308","40","","","","","1"
"","CNN Breaking News","Jan 21, 2011","WikiLeaks suspect files complaint over detention conditions http://on.cnn.com/hyYuqY","51","10","","","","","1"
"","CNN Breaking News","Jan 21, 2011","' actions indicate she is aware of what is happening http://on.cnn.com/fx11NA","64","16","","","","","1"
"","CNN Breaking News","Jan 21, 2011","smiled as her ambulance passed applauding crowd, Houston doc says http://on.cnn.com/fx11NA","124","16","","","","","1"
"","CNN Breaking News","Jan 21, 2011","Justice Scalia to address congressional Tea Party caucus on Monday http://on.cnn.com/esAE1g","42","10","","","","","1"
"","CNN Breaking News","Jan 21, 2011","Haiti probing ""Baby Doc's"" alleged crimes against humanity, Amnesty International says http://on.cnn.com/hFpC9B","58","9","","","","","1"
"","CNN Breaking News","Jan 21, 2011","U.S. revokes visas of ""couple dozen"" Haiti officials over election concerns http://on.cnn.com/eXSAOe","51","12","","","","","1"
"","CNN Breaking News","Jan 21, 2011","to lead new economic council. http://on.cnn.com/h4tnXG","79","14","","","","","1"
"","CNN Breaking News","Jan 21, 2011","Feds join effort to track down 'fake mom' in 1987 child abduction. http://on.cnn.com/eF9YSQ","59","11","","","","","1"
"","CNN Breaking News","Jan 21, 2011","leaves Tucson hospital en route to medical center in Houston. http://on.cnn.com/fx11NA","105","7","","","","","1"
"","CNN Breaking News","Jan 21, 2011","Rising GOP star Paul Ryan to give Republican response to Obama's State of the Union address. http://on.cnn.com/f7W6vn","44","13","","","","","1"
"","CNN Breaking News","Jan 21, 2011","Mexican singer accused of raping teen deported from U.S. http://on.cnn.com/h8yaKQ","107","17","","","","","1"
"","CNN Breaking News","Jan 21, 2011","South Korean navy rescues 21 sailors hijacked by Somali pirates, official says. http://on.cnn.com/emRZSM","90","8","","","","","1"
"","CNN Breaking News","Jan 21, 2011","U.S. debt hits $14 trillion - less than $300 billion from mandated limit http://on.cnn.com/i74UvQ","394","39","","","","","1"
"","CNN Breaking News","Jan 21, 2011","taken outside for first time since Jan. 8 shooting, doc says http://on.cnn.com/hfYGFY","132","14","","","","","1"
"","CNN Breaking News","Jan 20, 2011","govt. lifting bans on political groups, granting amnesty to political prisoners http://on.cnn.com/f57zN4","57","10","","","","","1"
"","CNN Breaking News","Jan 20, 2011","Bail denied for doctor accused of killing viable babies with scissors http://on.cnn.com/i5KZCm","180","24","","","","","1"
"","CNN Breaking News","Jan 20, 2011","GAO finds average ""don't ask, don't tell"" expulsion cost $52,800 http://on.cnn.com/hPED1c","119","19","","","","","1"
"","CNN Breaking News","Jan 20, 2011","CEO, company says http://on.cnn.com/fv11Lm","350","21","","","","","1"
"","CNN Breaking News","Jan 20, 2011","contracted malaria in Sudan http://on.cnn.com/eWvW3A","71","16","","","","","1"
"","CNN Breaking News","Jan 20, 2011","2 Miami police officers shot and killed while serving warrant, officials say. http://on.cnn.com/fAt65q","146","9","","","","","1"
"","CNN Breaking News","Jan 20, 2011","Anti-abortion activist Terry announces presidential run against Obama. http://on.cnn.com/hHiP3O","123","13","","","","","1"
"","CNN Breaking News","Jan 20, 2011","families, prosecutors say. http://on.cnn.com/eq4yZ2","79","22","","","","","1"
"","CNN Breaking News","Jan 20, 2011","CEO, company says http://on.cnn.com/fv11Lm","350","21","","","","","1"
"","CNN Breaking News","Jan 20, 2011","contracted malaria in Sudan http://on.cnn.com/eWvW3A","71","16","","","","","1"
"","CNN Breaking News","Jan 20, 2011","2 Miami police officers shot and killed while serving warrant, officials say. http://on.cnn.com/fAt65q","146","9","","","","","1"
"","CNN Breaking News","Jan 20, 2011","Anti-abortion activist Terry announces presidential run against Obama. http://on.cnn.com/hHiP3O","123","13","","","","","1"
"","CNN Breaking News","Jan 20, 2011","families, prosecutors say. http://on.cnn.com/eq4yZ2","79","22","","","","","1"
"","CNN Breaking News","Jan 20, 2011",". http://on.cnn.com/ek0pAh","53","8","","","","","1"
"","CNN Breaking News","Jan 20, 2011","FBI raids in New York area net dozens of alleged organized crime members. http://on.cnn.com/eq4yZ2","108","18","","","","","1"
"","CNN Breaking News","Jan 20, 2011","http://on.cnn.com/hYAQGX","49","15","","","","","1"
"","CNN Breaking News","Jan 20, 2011","Daughter snatched from hospital reunited with mom 23 years later http://on.cnn.com/gzusNc","212","50","","","","","1"
"","CNN Breaking News","Jan 20, 2011",", 2 others http://on.cnn.com/d2mJWZ","61","15","","","","","1"
"","CNN Breaking News","Jan 20, 2011","has the strength to stand on her own and to lift her head http://on.cnn.com/dWi4IY","284","13","","","","","1"
"","CNN Breaking News","Jan 19, 2011","accused of conspiring to kill U.S. soldiers http://on.cnn.com/hyqPoR","66","12","","","","","1"
"","CNN Breaking News","Jan 19, 2011","legislation http://on.cnn.com/a49mBe","212","14","","","","","1"
"","CNN Breaking News","Jan 19, 2011","Person in custody in Detroit serial rapes http://on.cnn.com/efCLJt","63","13","","","","","1"
"","CNN Breaking News","Jan 19, 2011","may be moved to rehab center in Texas Friday http://on.cnn.com/gMSPX7","73","11","","","","","1"
"","CNN Breaking News","Jan 19, 2011","U.S. splits up offshore regulators in wake of Gulf oil disaster. http://on.cnn.com/foFHq1","35","8","","","","","1"
"","CNN Breaking News","Jan 19, 2011","Obama: ""Positive"" U.S.-Chinese ties good for U.S. http://on.cnn.com/h5f8E7","44","6","","","","","1"
"","CNN Breaking News","Jan 19, 2011","announces that he will not seek re-election. http://on.cnn.com/hXOIW7","32","9","","","","","1"
"","CNN Breaking News","Jan 19, 2011","Suspected NYC letter bomb may have been greeting card, authorities say. http://on.cnn.com/gJNtmV","41","8","","","","","1"
"","CNN Breaking News","Jan 19, 2011","New York City police investigating possible letter bomb at Israeli bank. http://on.cnn.com/gJNtmV","65","10","","","","","1"
"","CNN Breaking News","Jan 19, 2011",". http://on.cnn.com/eSoAzH","44","7","","","","","1"
"","CNN Breaking News","Jan 19, 2011","to enter Texas rehab center Friday, family e-mail says. http://on.cnn.com/dWi4IY","127","11","","","","","1"
"","CNN Breaking News","Jan 19, 2011","Missing U.S. sailor's body recovered in Gulf of Oman. http://on.cnn.com/g9Wvq1","64","10","","","","","1"
"","CNN Breaking News","Jan 19, 2011","feared being shot at public events, husband says http://on.cnn.com/dWi4IY","56","14","","","","","1"
"","CNN Breaking News","Jan 19, 2011","at White House http://on.cnn.com/h5f8E7","45","8","","","","","1"
"","CNN Breaking News","Jan 19, 2011","parade route http://on.cnn.com/eDh5ix","102","17","","","","","1"
"","CNN Breaking News","Jan 18, 2011","not seeking re-election http://on.cnn.com/hJ8XK9","72","5","","","","","1"
"","CNN Breaking News","Jan 18, 2011","Duvalier http://on.cnn.com/hi20nh","75","13","","","","","1"
"","CNN Breaking News","Jan 18, 2011",", a brother-in-law to former President John F. Kennedy, has died, a family source said. http://on.cnn.com/es1eMB","127","10","","","","","1"
"","CNN Breaking News","Jan 18, 2011","arrives for U.S. state visit http://on.cnn.com/el3aJG","66","5","","","","","1"
"","CNN Breaking News","Jan 18, 2011","USGS: An earthquake with preliminary magnitude of 7.4 strikes southwestern Pakistan http://on.cnn.com/gQcnRa","420","14","","","","","1"
"","CNN Breaking News","Jan 18, 2011","Apparent suspect in custody in high school shooting in Gardena, CA; 2 injured http://on.cnn.com/h7nVl3","88","10","","","","","1"
"","CNN Breaking News","Jan 18, 2011","2 dead after small plane crashes into South Carolina RV park http://on.cnn.com/hIDXa1","62","5","","","","","1"
"","CNN Breaking News","Jan 18, 2011","-NBC merger http://on.cnn.com/fvgQuD","144","10","","","","","1"
"","CNN Breaking News","Jan 18, 2011","At least 3 shot at high school in Gardena, California, police say. http://on.cnn.com/hOGmnX","325","10","","","","","1"
"","CNN Breaking News","Jan 18, 2011","court for hearing. http://on.cnn.com/hi20nh","54","5","","","","","1"
"","CNN Breaking News","Jan 18, 2011","hotel. http://on.cnn.com/hi20nh","170","8","","","","","1"
"","CNN Breaking News","Jan 18, 2011","hotel where ex-dictator ""Baby Doc"" Duvalier has been holed up. http://on.cnn.com/hi20nh","87","15","","","","","1"
"","CNN Breaking News","Jan 18, 2011",". http://on.cnn.com/ieC60Q","58","5","","","","","1"
"","CNN Breaking News","Jan 18, 2011","residents wake up to sleet and ice. Live: http://on.cnn.com/cnndcl3","44","4","","","","","1"
"","CNN Breaking News","Jan 18, 2011","will be out of hospital in 'days to weeks,' doctor says http://on.cnn.com/dQLgBn","90","10","","","","","1"
"","CNN Breaking News","Jan 18, 2011","Haitian journalist plans to file charges against #""Baby Doc"" http://on.cnn.com/hT17Tk","76","13","","","","","1"
"","CNN Breaking News","Jan 18, 2011","strangler Antonio Rodriguez arrested after DNA testing http://on.cnn.com/eQJbPo","79","13","","","","","1"
"","CNN Breaking News","Jan 17, 2011","police hunt for serial rapist http://on.cnn.com/dTCJ37","96","6","","","","","1"
"","CNN Breaking News","Jan 17, 2011","shooting victim James Eric Fuller apologizes for telling a Tea Party leader ""you are dead."" http://on.cnn.com/fp7osO","44","14","","","","","1"
"","CNN Breaking News","Jan 18, 2011","will be out of hospital in 'days to weeks,' doctor says http://on.cnn.com/dQLgBn","90","10","","","","","1"
"","CNN Breaking News","Jan 18, 2011","Haitian journalist plans to file charges against #""Baby Doc"" http://on.cnn.com/hT17Tk","76","13","","","","","1"
"","CNN Breaking News","Jan 18, 2011","strangler Antonio Rodriguez arrested after DNA testing http://on.cnn.com/eQJbPo","79","13","","","","","1"
"","CNN Breaking News","Jan 17, 2011","police hunt for serial rapist http://on.cnn.com/dTCJ37","96","6","","","","","1"
"","CNN Breaking News","Jan 17, 2011","shooting victim James Eric Fuller apologizes for telling a Tea Party leader ""you are dead."" http://on.cnn.com/fp7osO","44","14","","","","","1"
"","CNN Breaking News","Jan 17, 2011","hospitalized in Maryland http://on.cnn.com/gXxbhu","29","6","","","","","1"
"","CNN Breaking News","Jan 17, 2011","interior minister says 78 people have died in clashes. http://on.cnn.com/eNWP6l","64","10","","","","","1"
"","CNN Breaking News","Jan 17, 2011","could be released from hospital to rehab in ""days to weeks,"" doctors say. http://on.cnn.com/fAvlUE","149","10","","","","","1"
"","CNN Breaking News","Jan 17, 2011","files retirement papers with NFL, league confirms. http://on.cnn.com/elJCgK","455","26","","","","","1"
"","CNN Breaking News","Jan 17, 2011","Apple CEO Steve Jobs taking medical leave of absence. http://on.cnn.com/gJPcLh","762","40","","","","","1"
"","CNN Breaking News","Jan 17, 2011","promises Swiss banking secrets revelations http://on.cnn.com/hhAGFA","193","30","","","","","1"
"","CNN Breaking News","Jan 17, 2011",", Haiti's former dictator, returned unexpectedly after 25 years in exile http://on.cnn.com/h5LDsw","261","25","","","","","1"
"","CNN Breaking News","Jan 16, 2011","' condition upgraded from critical to serious. http://on.cnn.com/i4DCff","195","12","","","","","1"
"","CNN Breaking News","Jan 16, 2011","troops battle members of ousted president's personal guard, Tunis resident tells CNN. http://on.cnn.com/dGPr2d","58","11","","","","","1"
"","CNN Breaking News","Jan 16, 2011","moving both sides of body, able to breathe on own, U.S. senator says. http://on.cnn.com/f2teW5","358","26","","","","","1"
"","CNN Breaking News","Jan 16, 2011","Suspect arrested in killing of New Jersey police officer. http://on.cnn.com/hGR4n9","83","14","","","","","1"
"","CNN Breaking News","Jan 16, 2011","Italian Prime Minister Berlusconi rejects teen sex accusation. http://on.cnn.com/gqYDil","77","8","","","","","1"
"","CNN Breaking News","Jan 16, 2011","removed in Tunisia http://on.cnn.com/h4PIo1","163","19","","","","","1"
"","CNN Breaking News","Jan 16, 2011","Trailer of man accused of killing Ohio deputy on New Year's Day is torched http://on.cnn.com/eZisou","46","15","","","","","1"
"","CNN Breaking News","Jan 16, 2011","Steelers come from behind to defeat Ravens in AFC divisional playoff game http://on.cnn.com/g7Kgxo","244","14","","","","","1"
"","CNN Breaking News","Jan 16, 2011","massacre is in custody after allegedly making threat http://on.cnn.com/hSvvN3","82","17","","","","","1"
"","CNN Breaking News","Jan 16, 2011","Pentagon draft report calls for introducing women to combat http://on.cnn.com/eemJjm","157","24","","","","","1"
"","CNN Breaking News","Jan 15, 2011","off ventilator and breathing a week after being shot http://on.cnn.com/eJ4nsx","277","23","","","","","1"
"","CNN Breaking News","Jan 15, 2011","shooting suspect photographed himself in provocative pose holding handgun. http://on.cnn.com/hLbSSB","68","17","","","","","1"
"","CNN Breaking News","Jan 15, 2011","flooding rises to 549. http://on.cnn.com/fmaUZZ","226","6","","","","","1"
"","CNN Breaking News","Jan 15, 2011","store where shootings took place holds moment of silence. http://on.cnn.com/f8SS8v","36","10","","","","","1"
"","CNN Breaking News","Jan 15, 2011","kills 42, doctor says. http://on.cnn.com/eq938s","85","18","","","","","1"
"","CNN Breaking News","Jan 15, 2011","shooting victim donated, father says http://on.cnn.com/eKe4Kz","362","27","","","","","1"
"","CNN Breaking News","Jan 15, 2011","shooting suspect http://on.cnn.com/dKBlav","33","8","","","","","1"
"","CNN Breaking News","Jan 15, 2011","Gun show organizer found not guilty in boy's Uzi death http://on.cnn.com/gDjXx1","39","14","","","","","1"
"","CNN Breaking News","Jan 14, 2011","100 dead in stampede near temple in India, official says http://on.cnn.com/emFZV2","104","9","","","","","1"
"","CNN Breaking News","Jan 14, 2011","Homeland Security chief Napolitano cancels unfinished virtual border fence http://on.cnn.com/hDH5Ht","60","10","","","","","1"
"","CNN Breaking News","Jan 14, 2011","U.S. to ease some Cuba travel, monetary restrictions http://on.cnn.com/h94tnI","119","24","","","","","1"
"","CNN Breaking News","Jan 14, 2011","Male model admits strangling, castrating journalist, court documents show http://on.cnn.com/exLvdJ","90","20","","","","","1"
"","CNN Breaking News","Jan 14, 2011","quits race for chairman http://on.cnn.com/eIGnxp","75","12","","","","","1"
"","CNN Breaking News","Jan 14, 2011","at plaza several times the night before shooting http://on.cnn.com/hti2Qy","32","9","","","","","1"
"","CNN Breaking News","Jan 14, 2011","says he's taking over running of country. http://on.cnn.com/dRGcXP","79","7","","","","","1"
"","CNN Breaking News","Jan 14, 2011","still in critical condition, continuing to make progress, doctors say. http://on.cnn.com/fNktPw","51","10","","","","","1"
"","CNN Breaking News","Jan 14, 2011","Tunisian President Ben Ali declares state of emergency, state-run TV says. http://on.cnn.com/dRGcXP","77","6","","","","","1"
"","CNN Breaking News","Jan 14, 2011","dissolves government. http://on.cnn.com/dRGcXP","155","10","","","","","1"
"","CNN Breaking News","Jan 14, 2011","use batons, tear gas on demonstrators in capital. http://on.cnn.com/dRGcXP","53","2","","","","","1"
"","CNN Breaking News","Jan 14, 2011","Italy's Prime Minister Berlusconi investigated for complicity in prostitution. http://on.cnn.com/f6juF4","148","11","","","","","1"
"","CNN Breaking News","Jan 14, 2011","Vatican: Pope John Paul II to be beatified, putting him one step closer to sainthood. http://on.cnn.com/g5eQ16","384","31","","","","","1"
"","CNN Breaking News","Jan 14, 2011","tube may be removed Friday http://on.cnn.com/fNktPw","102","11","","","","","1"
"","CNN Breaking News","Jan 14, 2011","use batons, tear gas on demonstrators in capital. http://on.cnn.com/dRGcXP","53","2","","","","","1"
"","CNN Breaking News","Jan 14, 2011","Italy's Prime Minister Berlusconi investigated for complicity in prostitution. http://on.cnn.com/f6juF4","148","11","","","","","1"
"","CNN Breaking News","Jan 14, 2011","Vatican: Pope John Paul II to be beatified, putting him one step closer to sainthood. http://on.cnn.com/g5eQ16","384","31","","","","","1"
"","CNN Breaking News","Jan 14, 2011","tube may be removed Friday http://on.cnn.com/fNktPw","102","11","","","","","1"
"","CNN Breaking News","Jan 14, 2011","has ""glimmers of recognition,"" doctor says http://on.cnn.com/fmK60f","93","12","","","","","1"
"","CNN Breaking News","Jan 14, 2011","EPA revokes permit for mountaintop coal mine project http://on.cnn.com/ebMp5i","85","18","","","","","1"
"","CNN Breaking News","Jan 13, 2011","pleads guilty to sexual misconduct http://on.cnn.com/gYlttV","125","5","","","","","1"
"","CNN Breaking News","Jan 13, 2011","held ammo, sheriff says http://on.cnn.com/gDEEwq","39","7","","","","","1"
"","CNN Breaking News","Jan 13, 2011","Sen. Kay Bailey Hutchison, R-Texas, says she won't seek re-election in 2012. http://on.cnn.com/h1OdiL","62","4","","","","","1"
"","CNN Breaking News","Jan 13, 2011","is ""becoming more and more alert at this time,"" doctors say. http://on.cnn.com/fmK60f","132","11","","","","","1"
"","CNN Breaking News","Jan 13, 2011","Feds to tighten school nutrition standards. http://on.cnn.com/emCw3u","161","22","","","","","1"
"","CNN Breaking News","Jan 13, 2011","from prosecution. http://on.cnn.com/ig5oli","55","7","","","","","1"
"","CNN Breaking News","Jan 13, 2011","governor released from prison. http://on.cnn.com/gRI7Ff","53","14","","","","","1"
"","CNN Breaking News","Jan 13, 2011","flooding, officials say. http://on.cnn.com/e6mbpO","251","7","","","","","1"
"","CNN Breaking News","Jan 13, 2011","Trappist monks donate hand-made casket to 9-year-old shooting victim http://on.cnn.com/fHaxAr","394","54","","","","","1"
"","CNN Breaking News","Jan 13, 2011","Judge allows release of 12,000 NYC teacher evaluations http://on.cnn.com/gPt1hA","71","23","","","","","1"
"","CNN Breaking News","Jan 13, 2011","15 dead, 70 missing in flooding in Queensland, Australia, police say http://on.cnn.com/i9Vi5g","199","10","","","","","1"
"","CNN Breaking News","Jan 13, 2011","Rep. Giffords opened eyes, signaled visitors that she could see, Sen. Gillibrand tells CNN http://on.cnn.com/h5FAdv","233","29","","","","","1"
"","CNN Breaking News","Jan 13, 2011","""We can’t use this tragedy as one more occasion to turn on one another,"" Obama says in Arizona http://on.cnn.com/hhtyxE","440","36","","","","","1"
"","CNN Breaking News","Jan 13, 2011","Hospital personnel fired for accessing records of Tucson shooting victims http://on.cnn.com/hm8b0q","139","27","","","","","1"
"","CNN Breaking News","Jan 13, 2011","opened her eyes today after hospital visit http://on.cnn.com/hhtyxE","224","19","","","","","1"
"","CNN Breaking News","Jan 12, 2011","Ted ""Golden Voice"" Williams acknowledges drinking, heads to rehab http://on.cnn.com/ihXJVV","220","25","","","","","1"
"","CNN Breaking News","Jan 12, 2011",", other shooting survivors Wednesday, White House says http://on.cnn.com/hcieC2","58","9","","","","","1"
"","CNN Breaking News","Jan 12, 2011","hearings http://on.cnn.com/dN9CjR","23","7","","","","","1"
"","CNN Breaking News","Jan 12, 2011","storm http://on.cnn.com/fQinVQ","157","9","","","","","1"
"","CNN Breaking News","Jan 12, 2011","to blanket parts of New England, forecasters say http://on.cnn.com/fQinVQ","175","12","","","","","1"
"","CNN Breaking News","Jan 12, 2011","http://on.cnn.com/gOC7BU","48","8","","","","","1"
"","CNN Breaking News","Jan 12, 2011","Dow Jones hits highest level since September 2008, gains 83 points http://on.cnn.com/h1vr73","198","10","","","","","1"
"","CNN Breaking News","Jan 12, 2011","U.N.: 3 peacekeepers shot in Ivory Coast. http://on.cnn.com/eGZPie","92","6","","","","","1"
"","CNN Breaking News","Jan 12, 2011","NOAA: 2010 ties 2005 as warmest year on record. http://on.cnn.com/ij456F","143","13","","","","","1"
"","CNN Breaking News","Jan 12, 2011","""going as anticipated,"" doctors say. http://on.cnn.com/hiLOUm","45","12","","","","","1"
"","CNN Breaking News","Jan 12, 2011",". http://on.cnn.com/hAcWeh","54","11","","","","","1"
"","CNN Breaking News","Jan 12, 2011",". http://on.cnn.com/hOVkfW","58","8","","","","","1"
"","CNN Breaking News","Jan 12, 2011","victims http://on.cnn.com/gDqPHy","45","13","","","","","1"
"","CNN Breaking News","Jan 12, 2011","http://on.cnn.com/fQinVQ","69","10","","","","","1"
"","CNN Breaking News","Jan 12, 2011","Arizona Gov. Jan Brewer signs into law legislation limiting funeral protests http://on.cnn.com/fG0Z6z","241","22","","","","","1"
"","CNN Breaking News","Jan 12, 2011","Author of discredited MMR study reportedly held patent in related test http://on.cnn.com/ht0P8o","75","24","","","","","1"
"","CNN Breaking News","Jan 12, 2011","Manslaughter case against Michael Jackson's doctor will go to trial http://on.cnn.com/g2SeLk","187","11","","","","","1"
"","CNN Breaking News","Jan 12, 2011","Snow on the ground in 49 of 50 states http://on.cnn.com/eWCrLj","2.7K","114","","","","","1"
"","CNN Breaking News","Jan 11, 2011","test flies new stealth fighter http://on.cnn.com/fEb4O7","41","14","","","","","1"
"","CNN Breaking News","Jan 11, 2011","California to take back 48,000 cell phones from state workers http://on.cnn.com/ik0kGw","150","17","","","","","1"
"","CNN Breaking News","Jan 11, 2011","issues statement http://on.cnn.com/gWwRVk","78","21","","","","","1"
"","CNN Breaking News","Jan 11, 2011","New York City issues weather emergency ahead of winter storm http://on.cnn.com/hlWRhE","139","9","","","","","1"
"","CNN Breaking News","Jan 11, 2011","lawmakers pass bill to make it illegal to protest near a funeral http://on.cnn.com/fG0Z6z","607","30","1","","","","1"
"","CNN Breaking News","Jan 11, 2011","Michigan hires San Diego State's Brady Hoke as head coach; was former UofM asst. http://on.cnn.com/gN9vfO","77","9","","","","","1"
"","CNN Breaking News","Jan 11, 2011","California to take back 48,000 cell phones from state workers http://on.cnn.com/ik0kGw","150","17","","","","","1"
"","CNN Breaking News","Jan 11, 2011","issues statement http://on.cnn.com/gWwRVk","78","21","","","","","1"
"","CNN Breaking News","Jan 11, 2011","New York City issues weather emergency ahead of winter storm http://on.cnn.com/hlWRhE","139","9","","","","","1"
"","CNN Breaking News","Jan 11, 2011","lawmakers pass bill to make it illegal to protest near a funeral http://on.cnn.com/fG0Z6z","607","30","1","","","","1"
"","CNN Breaking News","Jan 11, 2011","Michigan hires San Diego State's Brady Hoke as head coach; was former UofM asst. http://on.cnn.com/gN9vfO","77","9","","","","","1"
"","CNN Breaking News","Jan 11, 2011","North Korea on path to ""becoming direct threat to U.S.,"" defense chief says http://on.cnn.com/hTH84j","180","31","","","","","1"
"","CNN Breaking News","Jan 11, 2011","MySpace lays off nearly half of its staff http://on.cnn.com/htu166","499","22","","","","","1"
"","CNN Breaking News","Jan 11, 2011","able to breathe on her own, doctors say. http://on.cnn.com/ijoG8Q","267","12","","","","","1"
"","CNN Breaking News","Jan 11, 2011","Arizona federal court judges recused in shooting case. http://on.cnn.com/eTHFe6","39","13","","","","","1"
"","CNN Breaking News","Jan 11, 2011","Six victims from Saturday's mass shooting in Arizona remain in Tuscon hospital, doctors say. http://on.cnn.com/ijoG8Q","48","6","","","","","1"
"","CNN Breaking News","Jan 11, 2011",". CNNMoney.com http://on.cnn.com/eYFEsK","651","24","","","","","1"
"","CNN Breaking News","Jan 11, 2011","Preventable failures were ""immediate causes"" of Gulf oil disaster, final report says. http://on.cnn.com/g1q3aJ","99","16","","","","","1"
"","CNN Breaking News","Jan 11, 2011","Travel delays expected as winter storm in Southeast heads up East Coast. http://on.cnn.com/dY4O01","73","11","","","","","1"
"","CNN Breaking News","Jan 11, 2011","Parts of Atlanta at standstill as Southeast struggles with big freeze. Live: http://on.cnn.com/cnndcl4","96","14","","","","","1"
"","CNN Breaking News","Jan 11, 2011","travel barely moves at all http://on.cnn.com/dY4O01","74","7","","","","","1"
"","CNN Breaking News","Jan 11, 2011","; suspect's parents 'devastated' http://on.cnn.com/ijoG8Q","60","9","","","","","1"
"","CNN Breaking News","Jan 11, 2011","in his last hours http://on.cnn.com/dGGQEz","60","6","","","","","1"
"","CNN Breaking News","Jan 11, 2011","flooding http://on.cnn.com/g14pue","129","9","","","","","1"
"","CNN Breaking News","Jan 10, 2011","makes first court appearance in Phoenix http://on.cnn.com/hG7wRt","56","12","","","","","1"
"","CNN Breaking News","Jan 10, 2011","spots smallest planet yet discovered outside Sun's solar system http://on.cnn.com/fbYH3H","281","39","","","","","1"
"","CNN Breaking News","Jan 10, 2011","sentenced to three years in money laundering case. http://on.cnn.com/eq4cdG","166","11","","","","","1"
"","CNN Breaking News","Jan 10, 2011","condition is critical but has stabilized. http://on.cnn.com/hLj4UO","139","8","","","","","1"
"","CNN Breaking News","Jan 10, 2011","shooting discharged, 2 still in intensive care, hospital staff say. http://on.cnn.com/hNiiL0","86","5","","","","","1"
"","CNN Breaking News","Jan 10, 2011","announces arrests in nuclear scientist's bombing death. http://on.cnn.com/gwEH7D","39","8","","","","","1"
"","CNN Breaking News","Jan 10, 2011","Four drown in Australian flash floods. http://on.cnn.com/g14pue","53","8","","","","","1"
